price,carat,table,depth,y,z,cut,color,clarity,x
2528,0.7,57.0,61.5,5.74,3.51,2,3,6,5.67
17114,2.09,56.0,61.8,8.22,5.06,2,6,6,8.15
797,0.33,57.0,61.6,4.42,2.75,1,4,4,4.51
847,0.39,61.0,62.8,4.67,2.92,6,3,4,4.63
680,0.31,55.0,61.7,4.36,2.68,2,2,5,4.33
9574,1.23,57.0,59.8,6.96,4.17,1,4,4,6.99
4798,1.12,55.0,60.8,6.69,4.11,1,4,7,6.84
1590,0.56,58.0,63.4,5.28,3.33,3,4,5,5.23
4168,0.92,58.0,62.4,6.19,3.86,1,1,7,6.18
12723,1.7,59.0,62.5,7.58,4.71,6,5,5,7.48
14740,2.11,53.0,62.4,8.27,5.13,3,6,6,8.17
3792,1.01,63.0,61.4,6.38,3.9,3,6,7,6.33
736,0.4,57.0,62.7,4.69,2.93,2,4,6,4.65
3842,0.74,56.0,61.4,5.86,3.59,2,3,3,5.83
1070,0.46,61.0,66.8,4.71,3.2,5,2,5,4.84
4425,1.16,55.0,61.3,6.84,4.18,2,4,7,6.79
3282,0.92,58.0,58.1,6.41,3.74,1,3,7,6.46
14350,2.02,58.0,61.7,8.0,4.96,1,6,7,8.07
1799,0.55,53.0,62.3,5.29,3.29,2,4,3,5.27
8146,1.7,58.0,64.0,7.47,4.76,6,7,5,7.41
15458,1.64,53.0,61.8,7.63,4.71,2,3,5,7.62
7848,1.51,57.0,61.9,7.41,4.57,3,2,7,7.35
1266,0.5,57.0,61.0,5.13,3.12,2,6,4,5.11
3231,0.83,57.0,62.7,6.01,3.75,2,2,6,5.96
436,0.31,56.0,60.8,4.41,2.67,2,6,6,4.38
1365,0.5,60.0,57.8,5.29,3.03,6,2,5,5.2
7716,1.12,55.0,61.6,6.72,4.13,2,4,4,6.69
942,0.31,55.0,61.2,4.37,2.68,2,1,5,4.39
3864,1.12,57.0,60.9,6.6,4.04,2,2,7,6.66
948,0.43,56.0,61.3,4.86,2.99,2,3,6,4.9
1308,0.43,57.0,61.8,4.85,2.98,2,2,3,4.79
3363,0.91,57.0,60.3,6.27,3.79,2,5,7,6.31
1246,0.54,57.0,60.4,5.33,3.2,2,2,7,5.27
3932,1.06,57.0,61.3,6.6,4.03,2,7,7,6.55
473,0.3,59.0,63.5,4.27,2.69,6,5,5,4.2
827,0.41,56.0,62.7,4.77,2.98,2,5,4,4.73
6183,1.53,58.0,62.8,7.28,4.61,1,4,8,7.39
7084,1.0,62.0,64.1,6.26,4.02,6,2,2,6.29
4825,1.01,56.0,61.2,6.51,3.97,2,6,6,6.48
17999,2.35,60.0,62.6,8.38,5.26,1,5,6,8.42
3328,0.82,56.0,60.9,6.12,3.71,2,2,7,6.06
5722,1.03,58.0,61.8,6.43,3.99,1,5,5,6.48
3658,1.01,59.0,61.9,6.34,3.94,1,7,7,6.38
752,0.33,63.0,60.0,4.49,2.68,3,4,3,4.45
633,0.38,62.0,61.2,4.66,2.84,3,5,6,4.62
452,0.26,55.0,62.0,4.12,2.55,2,1,4,4.1
6998,1.07,55.0,60.9,6.64,4.03,3,4,4,6.6
12971,1.59,54.0,62.6,7.47,4.67,2,5,3,7.43
2723,0.78,62.0,57.9,6.03,3.5,6,2,6,6.06
8256,1.17,58.0,60.2,6.85,4.13,1,3,5,6.88
1158,0.4,56.0,62.1,4.73,2.93,2,2,3,4.7
2461,0.91,59.0,60.5,6.19,3.75,1,3,7,6.21
759,0.44,60.0,59.3,4.98,2.96,1,5,7,5.01
737,0.4,57.0,62.2,4.72,2.92,3,3,6,4.67
3293,0.8,57.0,63.1,5.86,3.72,3,2,6,5.94
436,0.31,55.0,61.9,4.39,2.71,2,4,7,4.37
908,0.42,57.0,61.6,4.82,2.96,2,2,5,4.79
1007,0.41,57.0,62.6,4.78,2.98,2,6,1,4.74
600,0.38,60.0,62.1,4.64,2.87,1,7,4,4.6
6602,1.31,59.0,61.4,6.96,4.28,1,5,7,6.99
3640,0.76,58.0,62.9,5.85,3.65,3,3,3,5.76
13464,2.01,60.0,61.7,8.12,4.97,3,6,6,7.99
4294,1.18,57.0,63.5,6.74,4.26,3,7,7,6.68
5324,1.21,55.0,62.3,6.86,4.26,2,7,4,6.81
3919,0.9,58.0,62.3,6.09,3.82,1,5,5,6.18
924,0.31,56.0,61.0,4.38,2.67,2,4,1,4.37
1002,0.33,53.0,61.9,4.46,2.77,2,1,5,4.49
3380,0.71,57.0,62.0,5.66,3.53,2,2,4,5.72
599,0.3,56.0,64.6,4.25,2.75,5,3,6,4.27
661,0.32,57.0,62.9,4.39,2.75,3,2,4,4.36
13787,1.56,53.0,62.3,7.49,4.64,2,4,5,7.41
1011,0.49,59.0,59.9,5.12,3.08,1,5,7,5.17
686,0.34,57.0,62.3,4.48,2.78,3,3,5,4.44
3325,0.7,56.0,60.9,5.79,3.52,2,5,3,5.76
3890,0.8,57.0,61.0,6.03,3.67,2,2,6,6.0
605,0.3,54.0,62.0,4.35,2.68,2,4,4,4.3
734,0.31,55.0,62.3,4.37,2.71,2,1,5,4.33
7291,1.5,59.0,62.3,7.21,4.52,1,5,7,7.27
952,0.35,57.0,60.8,4.57,2.79,2,1,4,4.61
5037,1.03,56.0,61.9,6.48,4.03,1,4,6,6.54
5455,1.02,59.0,61.0,6.53,3.97,3,5,6,6.48
447,0.3,57.0,63.3,4.3,2.71,6,1,7,4.26
7302,1.63,60.0,61.5,7.54,4.65,1,6,6,7.59
2400,0.58,56.0,63.0,5.35,3.35,3,1,3,5.28
2836,0.71,60.0,62.8,5.65,3.53,6,2,5,5.6
2458,0.71,60.0,62.3,5.65,3.53,1,3,6,5.68
1755,0.55,59.0,61.0,5.29,3.22,1,3,4,5.26
410,0.25,60.0,62.1,4.05,2.51,3,1,4,4.03
3749,1.01,56.0,62.9,6.4,4.01,3,7,6,6.35
5105,1.04,57.0,61.5,6.52,4.0,2,6,5,6.49
6486,1.05,56.0,61.9,6.56,4.05,2,4,5,6.52
2459,0.55,56.0,60.2,5.38,3.22,2,1,5,5.33
1625,0.56,57.0,61.6,5.32,3.27,2,2,5,5.3
1273,0.53,59.0,61.0,5.21,3.19,1,4,6,5.25
1785,0.57,57.0,61.0,5.35,3.26,3,2,5,5.33
729,0.36,55.0,62.1,4.57,2.84,2,5,5,4.58
3303,0.9,58.0,62.1,6.13,3.79,3,4,7,6.08
765,0.34,55.0,61.9,4.49,2.79,2,4,5,4.53
708,0.32,56.0,61.6,4.44,2.73,2,4,3,4.42
872,0.31,56.0,60.5,4.38,2.66,2,2,5,4.41
3246,0.9,60.0,65.4,5.96,3.93,5,6,5,6.03
2697,0.7,58.0,60.8,5.7,3.48,1,2,5,5.74
652,0.31,54.0,62.2,4.39,2.72,2,6,1,4.36
4375,1.02,57.0,60.5,6.52,3.95,2,5,7,6.56
4497,0.71,56.0,61.6,5.75,3.53,2,3,3,5.73
645,0.32,53.0,62.8,4.38,2.74,3,3,5,4.34
2168,0.52,55.0,62.0,5.2,3.21,2,3,3,5.16
17516,2.32,57.0,62.0,8.49,5.25,2,6,7,8.45
568,0.3,57.0,62.1,4.3,2.66,2,3,5,4.27
6670,1.01,59.0,58.5,6.6,3.88,1,4,3,6.66
3607,0.73,60.0,63.0,5.72,3.59,3,2,4,5.68
1813,0.51,62.0,58.1,5.3,3.06,6,4,3,5.24
3748,0.9,60.0,62.5,6.13,3.82,3,2,6,6.09
2923,0.71,54.0,62.4,5.74,3.57,2,2,4,5.71
559,0.32,56.0,61.0,4.45,2.7,2,2,6,4.41
3201,0.73,57.0,62.4,5.79,3.6,2,2,5,5.75
650,0.23,54.0,61.6,3.99,2.45,2,3,3,3.97
13849,2.01,60.0,60.8,8.15,4.95,3,6,6,8.12
707,0.31,54.0,62.2,4.39,2.72,2,5,2,4.36
967,0.4,57.0,64.2,4.7,3.01,3,1,4,4.67
5528,1.04,57.0,62.4,6.53,4.06,2,2,6,6.48
832,0.36,57.0,59.0,4.74,2.79,3,1,4,4.71
513,0.36,53.7,61.7,4.62,2.84,2,7,4,4.58
2250,0.44,57.0,59.2,5.0,2.95,6,1,2,4.96
6502,1.35,55.0,61.6,7.02,4.34,2,5,5,7.08
4821,1.01,58.0,62.7,6.38,3.99,3,1,6,6.34
8449,1.24,57.0,61.1,6.91,4.24,2,4,4,6.98
1408,0.56,56.0,61.1,5.34,3.26,3,4,6,5.32
1179,0.37,56.0,61.5,4.59,2.84,2,2,2,4.64
3846,0.91,60.0,61.6,6.1,3.77,1,2,7,6.14
1114,0.33,56.0,61.5,4.45,2.74,2,4,2,4.46
9683,1.57,54.0,62.1,7.49,4.64,2,7,4,7.46
7812,1.5,60.0,62.2,7.24,4.52,1,5,7,7.29
924,0.31,59.0,61.0,4.36,2.65,1,4,1,4.33
4235,1.07,56.0,62.0,6.57,4.06,2,7,6,6.53
10435,1.23,57.0,61.3,6.96,4.24,3,4,2,6.88
720,0.32,59.0,61.9,4.35,2.7,1,6,3,4.38
583,0.35,56.0,62.2,4.52,2.8,2,3,6,4.48
4939,1.4,59.0,62.9,7.07,4.48,1,7,6,7.16
1937,0.54,56.0,60.9,5.29,3.21,2,3,4,5.27
4909,1.01,61.0,59.1,6.46,3.83,1,1,6,6.5
449,0.32,57.0,62.0,4.41,2.72,2,6,5,4.36
4224,0.91,56.0,63.4,6.12,3.9,3,5,4,6.18
3633,1.02,61.0,64.2,6.21,4.02,6,3,7,6.3
1052,0.33,53.0,61.6,4.43,2.74,2,4,1,4.47
2829,0.72,58.0,62.2,5.7,3.56,1,3,4,5.75
1370,0.53,55.0,61.7,5.24,3.23,3,3,6,5.22
18430,1.74,57.0,62.0,7.7,4.76,3,3,5,7.65
2921,0.9,66.0,64.1,5.98,3.85,5,6,5,6.04
4528,1.0,62.0,61.6,6.45,3.95,6,4,6,6.37
2112,0.72,55.0,61.4,5.78,3.56,2,5,7,5.81
4801,0.9,58.0,62.4,6.22,3.86,1,3,5,6.15
2858,0.71,60.0,61.5,5.68,3.52,1,2,5,5.76
3871,1.01,65.0,62.2,6.3,3.93,6,4,6,6.34
2826,0.7,58.0,62.2,5.6,3.5,1,2,4,5.66
2079,0.52,64.0,57.2,5.36,3.04,5,2,3,5.27
5989,1.15,57.0,62.6,6.69,4.21,2,5,5,6.75
709,0.3,54.0,61.9,4.32,2.68,2,1,6,4.34
1950,0.56,55.0,61.8,5.34,3.29,2,3,5,5.3
936,0.32,55.0,61.9,4.37,2.71,2,5,2,4.38
1002,0.31,58.0,61.3,4.4,2.69,2,2,1,4.37
3142,1.0,67.0,64.6,6.19,4.02,5,4,7,6.25
4524,1.02,57.0,63.1,6.37,4.04,3,2,6,6.43
954,0.4,56.0,62.9,4.72,2.96,3,5,2,4.69
2376,0.7,56.0,61.0,5.72,3.51,2,2,7,5.78
821,0.36,56.0,62.3,4.57,2.84,2,5,2,4.54
5759,1.01,56.0,61.5,6.47,3.96,3,4,5,6.41
505,0.23,57.0,63.3,3.93,2.48,3,3,3,3.91
863,0.36,54.2,62.0,4.58,2.83,2,2,4,4.55
1323,0.4,55.0,62.2,4.72,2.94,2,1,3,4.74
2141,0.71,58.0,61.0,5.81,3.53,2,6,5,5.77
2779,0.73,56.0,60.8,5.84,3.55,3,5,5,5.82
10090,1.82,56.0,62.2,7.96,4.91,3,7,4,7.83
863,0.3,54.0,62.3,4.35,2.7,2,4,1,4.32
541,0.31,55.0,62.3,4.34,2.7,2,1,6,4.33
3105,0.9,63.0,59.5,6.26,3.74,3,5,7,6.31
2109,0.54,57.0,61.0,5.3,3.22,2,3,3,5.26
1367,0.41,58.0,60.7,4.86,2.93,1,2,2,4.8
4772,1.15,60.0,60.2,6.78,4.11,1,5,6,6.87
6177,1.0,62.0,62.4,6.37,3.96,6,4,4,6.33
1856,0.53,56.0,61.5,5.22,3.22,2,3,4,5.26
1026,0.41,55.7,61.4,4.79,2.94,2,3,3,4.76
573,0.4,56.0,62.4,4.75,2.95,2,4,7,4.71
1443,0.51,55.0,63.4,5.03,3.2,3,4,5,5.06
614,0.35,58.0,61.2,4.59,2.79,1,2,6,4.53
2840,0.71,56.0,59.3,5.82,3.47,1,3,5,5.88
6366,1.16,60.0,61.3,6.64,4.09,1,2,6,6.7
9890,1.34,57.0,62.7,7.1,4.43,2,4,4,7.04
815,0.29,56.0,61.9,4.24,2.62,2,2,3,4.22
1220,0.53,55.0,60.9,5.29,3.21,2,3,7,5.26
645,0.32,58.0,62.4,4.4,2.73,3,4,4,4.35
5294,1.01,56.0,61.3,6.44,3.96,2,4,4,6.49
1013,0.3,59.0,60.1,4.32,2.61,1,2,3,4.37
13453,2.02,57.0,62.7,7.93,5.03,2,3,7,8.07
895,0.3,53.0,63.0,4.3,2.69,3,4,1,4.24
1443,0.51,56.0,62.0,5.11,3.19,2,4,5,5.18
2790,0.71,59.0,61.8,5.69,3.53,1,3,4,5.73
2456,0.71,57.0,63.5,5.68,3.6,3,6,2,5.65
984,0.42,56.0,61.4,4.82,2.97,2,4,4,4.85
8587,1.64,58.0,61.3,7.62,4.66,1,6,7,7.58
9979,1.32,57.0,60.6,7.09,4.31,1,4,4,7.14
4081,0.93,60.0,58.8,6.49,3.78,3,3,6,6.37
1080,0.4,56.0,63.9,4.64,2.98,6,6,2,4.68
720,0.32,59.0,61.9,4.36,2.71,1,2,6,4.39
3991,1.0,60.0,61.8,6.31,3.92,1,5,6,6.37
2426,0.52,55.0,59.8,5.35,3.18,3,1,3,5.28
1706,0.61,57.0,62.7,5.42,3.39,3,6,5,5.39
8124,1.3,56.0,62.8,6.93,4.38,2,5,5,7.03
963,0.38,57.0,61.9,4.61,2.87,2,2,5,4.66
7235,1.51,62.0,59.4,7.31,4.39,1,5,7,7.47
4321,1.0,59.0,59.6,6.51,3.87,3,2,7,6.48
1323,0.4,56.0,62.0,4.71,2.93,2,1,3,4.74
10424,1.56,58.0,62.2,7.44,4.62,1,5,5,7.41
8911,1.2,58.0,62.0,6.73,4.18,1,4,4,6.76
6132,1.12,57.0,59.9,6.8,4.06,3,1,6,6.76
14519,2.15,55.0,61.7,8.24,5.14,2,6,7,8.43
544,0.31,57.0,62.6,4.32,2.7,3,4,5,4.3
2337,0.72,57.0,61.7,5.78,3.55,2,2,7,5.72
993,0.38,56.0,61.9,4.7,2.9,2,4,2,4.67
1291,0.46,56.0,61.8,4.97,3.06,2,1,5,4.93
3080,0.71,55.0,61.8,5.75,3.55,2,5,5,5.73
1158,0.58,56.0,61.3,5.45,3.32,2,6,7,5.38
1098,0.5,58.0,66.5,4.9,3.25,5,2,6,4.87
2674,0.7,62.0,59.1,5.91,3.46,3,4,6,5.8
2420,0.72,54.0,62.2,5.78,3.58,2,6,3,5.73
2817,0.71,64.0,62.8,5.54,3.5,6,2,6,5.6
1660,0.51,54.0,61.9,5.17,3.19,2,1,5,5.14
15486,2.11,57.0,61.0,8.29,5.08,2,6,6,8.37
9901,1.1,58.0,59.7,6.72,4.0,3,1,4,6.69
18426,2.0,56.0,61.8,8.05,5.0,1,2,7,8.12
10076,2.52,57.0,66.9,8.33,5.6,5,4,8,8.39
5826,1.2,57.0,61.1,6.83,4.18,2,4,7,6.86
4377,1.11,57.0,61.9,6.66,4.11,2,6,7,6.62
2823,0.71,56.0,60.5,5.73,3.47,2,2,6,5.77
1949,0.57,57.0,60.4,5.35,3.25,2,2,5,5.4
8426,1.52,59.0,62.2,7.38,4.57,1,7,4,7.32
3892,1.03,61.0,57.4,6.71,3.84,5,6,6,6.67
625,0.31,57.0,62.3,4.34,2.69,2,3,5,4.3
1295,0.41,58.0,58.9,4.87,2.86,3,3,2,4.84
3752,0.7,54.2,61.4,5.76,3.52,2,1,4,5.72
1340,0.51,63.0,60.3,5.06,3.07,3,2,6,5.13
779,0.41,58.0,62.8,4.76,2.98,3,1,5,4.73
5513,1.32,60.0,61.7,7.01,4.31,3,7,7,6.95
992,0.42,57.0,61.3,4.79,2.94,2,2,6,4.81
2697,0.63,57.0,61.6,5.49,3.39,2,2,3,5.52
990,0.4,57.0,60.8,4.77,2.91,2,1,6,4.81
2356,0.54,55.0,60.5,5.33,3.22,2,3,2,5.31
9261,1.22,58.0,61.2,6.9,4.21,3,4,4,6.85
8387,1.2,58.0,63.6,6.56,4.18,6,4,4,6.59
17605,1.72,60.0,59.4,7.86,4.66,1,4,4,7.82
4997,1.0,60.0,59.6,6.49,3.85,3,4,6,6.43
917,0.4,55.0,61.6,4.78,2.93,2,3,4,4.74
2803,0.74,56.0,63.5,5.79,3.66,3,2,6,5.74
3248,0.65,56.0,61.9,5.59,3.45,2,4,2,5.56
6984,1.1,57.0,61.5,6.65,4.08,2,4,4,6.62
911,0.3,57.0,60.7,4.31,2.63,2,2,4,4.36
4181,1.22,61.0,64.0,6.68,4.3,6,4,7,6.75
2198,0.71,56.0,63.2,5.61,3.56,3,3,6,5.66
16043,2.03,60.0,63.2,7.88,5.0,3,7,3,7.94
3827,0.77,56.0,61.0,5.94,3.62,2,2,6,5.92
2695,0.7,60.0,62.7,5.59,3.52,1,2,4,5.64
3130,0.74,57.0,61.3,5.83,3.57,2,4,6,5.81
9987,1.5,55.0,61.0,7.44,4.51,3,5,6,7.35
1767,0.55,57.0,59.3,5.39,3.21,2,2,5,5.43
2043,0.72,58.0,59.1,5.83,3.46,1,1,7,5.88
694,0.3,56.0,62.5,4.31,2.68,2,2,4,4.27
3066,0.8,59.0,61.8,5.96,3.68,2,3,7,5.94
8974,1.5,60.0,60.1,7.35,4.43,3,6,5,7.38
837,0.3,54.0,61.3,4.37,2.67,2,2,3,4.34
4688,1.05,56.0,62.6,6.45,4.05,3,6,6,6.49
4323,0.7,57.0,61.4,5.76,3.52,2,1,4,5.71
1960,0.63,56.0,61.5,5.49,3.39,3,4,4,5.53
799,0.27,55.0,62.0,4.12,2.56,2,2,3,4.14
4191,1.01,62.0,58.2,6.48,3.78,1,5,6,6.54
2249,0.71,54.0,62.0,5.69,3.54,1,5,5,5.73
5163,1.18,54.0,61.9,6.84,4.21,2,6,7,6.77
4208,0.59,57.0,60.9,5.43,3.3,2,1,1,5.4
13938,2.18,59.0,62.9,8.21,5.18,1,7,6,8.25
3154,0.7,61.0,59.2,5.84,3.44,3,2,3,5.79
4082,0.9,59.0,61.3,6.19,3.81,1,5,5,6.24
698,0.31,57.0,63.1,4.3,2.73,3,2,6,4.35
3541,1.0,58.0,64.7,6.19,4.02,5,4,7,6.24
770,0.36,59.0,62.3,4.5,2.82,1,3,6,4.56
1715,0.55,57.0,60.3,5.28,3.19,2,2,5,5.3
1249,0.52,61.0,60.6,5.17,3.14,1,4,6,5.19
666,0.4,58.0,61.7,4.74,2.91,1,1,7,4.69
3740,1.06,60.0,61.3,6.52,4.02,1,7,7,6.59
854,0.33,54.0,62.1,4.43,2.76,2,3,5,4.46
3707,0.92,57.0,63.7,6.21,3.93,3,1,7,6.12
3428,0.9,55.0,62.7,6.17,3.85,2,4,7,6.11
1172,0.55,54.0,61.7,5.34,3.28,3,7,5,5.29
708,0.4,56.0,60.0,4.85,2.9,3,1,6,4.82
14603,1.95,58.0,62.9,7.94,4.97,3,5,6,7.86
4234,0.9,58.0,62.4,6.15,3.85,1,5,4,6.19
8248,1.03,56.0,62.0,6.54,4.04,2,4,2,6.5
1023,0.53,59.0,60.9,5.27,3.19,3,7,5,5.2
7002,1.21,56.0,62.7,6.83,4.27,2,6,3,6.8
1421,0.58,57.0,60.9,5.33,3.26,2,5,6,5.38
3557,0.73,58.0,60.0,5.86,3.53,1,1,4,5.9
478,0.24,62.0,60.6,4.06,2.45,3,2,3,4.03
4082,0.74,57.0,62.2,5.83,3.61,2,2,3,5.78
1775,0.7,59.0,63.4,5.57,3.56,3,6,7,5.66
2625,0.59,56.0,62.4,5.38,3.35,2,3,2,5.36
891,0.31,56.0,61.4,4.41,2.7,2,4,1,4.38
1965,0.75,59.0,61.0,5.85,3.55,6,7,6,5.79
9384,1.71,61.0,62.4,7.59,4.76,1,6,5,7.67
4116,0.9,56.0,61.5,6.2,3.8,3,4,4,6.15
2611,1.02,55.0,61.6,6.43,3.98,2,7,7,6.49
1080,0.36,58.0,61.8,4.53,2.81,1,3,4,4.56
3321,0.52,56.0,60.9,5.24,3.18,2,1,2,5.2
5288,1.01,59.0,62.9,6.31,3.99,1,3,6,6.38
1229,0.53,57.0,60.8,5.26,3.19,2,2,7,5.23
776,0.3,58.0,62.5,4.26,2.67,1,3,5,4.28
625,0.4,55.0,62.0,4.77,2.94,2,1,7,4.71
1055,0.45,58.0,62.8,4.88,3.05,2,4,4,4.83
12210,1.6,59.0,60.0,7.58,4.56,1,5,4,7.61
2749,0.75,59.0,62.0,5.83,3.61,3,6,3,5.81
8442,2.25,63.0,60.6,8.38,5.1,3,7,7,8.45
6135,1.66,58.0,62.1,7.56,4.71,2,3,8,7.6
2536,0.7,58.0,58.8,5.78,3.43,1,5,3,5.88
1024,0.35,60.0,60.6,4.51,2.75,1,5,2,4.57
781,0.33,53.0,61.9,4.49,2.77,2,1,5,4.46
778,0.41,61.0,58.1,4.97,2.87,3,5,6,4.91
876,0.41,58.0,62.3,4.74,2.96,1,1,7,4.77
2803,0.71,62.0,58.0,5.81,3.38,1,3,5,5.85
746,0.37,58.0,61.3,4.63,2.83,1,5,3,4.6
1080,0.32,58.0,59.9,4.45,2.68,1,2,3,4.5
9282,1.5,57.0,63.1,7.25,4.59,3,4,7,7.29
7467,1.52,58.0,62.6,7.31,4.57,3,7,5,7.28
1018,0.39,56.0,60.0,4.79,2.87,2,1,3,4.77
2581,0.55,54.0,62.3,5.27,3.29,2,3,3,5.29
583,0.31,57.0,63.3,4.31,2.72,6,4,4,4.28
5313,1.03,61.0,60.5,6.47,3.9,3,1,6,6.43
821,0.31,57.0,62.3,4.29,2.66,2,3,1,4.25
5589,1.01,56.0,62.5,6.45,4.01,2,5,6,6.38
3205,0.9,60.0,65.7,5.93,3.91,5,1,7,5.98
3167,0.85,54.0,61.8,6.14,3.78,2,2,6,6.1
1882,0.51,55.0,61.2,5.16,3.16,2,1,5,5.18
6674,1.01,59.0,60.3,6.45,3.91,1,3,5,6.52
7809,1.56,57.0,62.4,7.46,4.63,2,7,5,7.39
7193,1.06,57.0,61.3,6.53,4.01,2,5,2,6.55
5430,1.21,58.0,60.3,6.96,4.18,1,4,7,6.9
921,0.42,57.0,62.4,4.83,3.0,3,5,3,4.78
492,0.24,56.0,61.9,4.01,2.47,3,3,3,3.97
10669,1.62,59.0,60.1,7.6,4.58,1,6,5,7.63
657,0.26,56.0,60.6,4.16,2.51,3,3,2,4.12
931,0.4,56.0,61.6,4.79,2.94,2,4,3,4.76
6418,1.21,54.5,62.2,6.86,4.25,2,6,4,6.81
5154,1.04,58.0,59.8,6.56,3.94,1,1,7,6.61
1680,0.51,59.0,60.0,5.22,3.12,3,3,4,5.18
3852,1.01,57.0,62.8,6.34,3.97,6,4,7,6.3
675,0.3,56.0,61.3,4.31,2.65,2,5,4,4.33
2672,0.7,59.0,62.5,5.54,3.5,3,3,6,5.66
12146,1.56,57.0,60.7,7.53,4.56,2,5,5,7.49
972,0.32,55.0,62.0,4.37,2.72,2,1,5,4.41
886,0.32,56.0,61.5,4.4,2.7,3,3,2,4.38
782,0.47,54.0,61.8,5.05,3.11,2,5,7,5.01
8069,1.43,58.0,62.8,7.13,4.46,3,5,6,7.08
4290,1.03,57.0,62.9,6.47,4.04,2,4,7,6.37
589,0.34,57.0,62.8,4.43,2.79,2,6,6,4.45
2009,0.65,57.0,63.2,5.47,3.48,3,4,5,5.54
7094,1.21,58.0,62.3,6.84,4.24,1,5,4,6.77
1582,0.41,57.0,60.6,4.79,2.91,2,1,2,4.82
984,0.42,56.0,61.9,4.77,2.97,2,4,4,4.82
15110,1.51,59.0,62.6,7.3,4.56,3,4,3,7.26
1369,0.52,58.0,60.3,5.24,3.15,1,2,6,5.2
4284,0.91,60.0,62.1,6.25,3.87,3,2,6,6.21
4591,1.14,56.0,61.7,6.67,4.13,2,3,7,6.71
678,0.24,55.0,61.8,4.03,2.48,2,3,2,4.0
1021,0.38,58.0,60.8,4.68,2.86,1,1,5,4.73
401,0.26,56.0,61.4,4.16,2.54,3,3,6,4.13
10411,1.51,58.0,60.6,7.36,4.48,1,5,5,7.42
1752,0.5,58.0,61.9,5.1,3.14,1,1,5,5.04
1093,0.47,62.0,61.8,4.97,3.06,6,6,2,4.94
565,0.31,55.0,62.2,4.36,2.7,2,4,3,4.32
917,0.41,57.0,64.1,4.64,3.0,6,5,5,4.72
4474,0.91,56.0,58.0,6.41,3.7,5,3,5,6.34
1566,0.53,56.0,62.3,5.18,3.22,2,1,6,5.15
1715,0.71,57.0,64.2,5.57,3.58,6,6,6,5.59
5019,1.05,58.0,59.7,6.66,3.96,3,4,6,6.6
1363,0.53,56.0,63.8,5.14,3.29,6,4,6,5.18
1668,0.55,56.0,60.6,5.3,3.22,2,2,6,5.33
2764,0.71,59.0,61.9,5.72,3.53,2,1,6,5.69
478,0.24,59.0,59.2,4.1,2.41,3,1,2,4.04
872,0.31,56.0,61.6,4.32,2.68,2,2,5,4.38
2699,0.7,61.5,58.9,5.84,3.42,6,5,3,5.77
15937,1.7,57.0,63.1,7.62,4.78,3,4,5,7.53
1389,0.54,58.0,61.5,5.26,3.24,1,6,4,5.28
1944,0.54,56.0,60.3,5.28,3.2,2,5,2,5.33
1743,0.55,57.0,62.8,5.21,3.27,3,4,4,5.2
4950,1.0,58.0,62.4,6.4,4.0,1,5,4,6.43
2359,0.55,56.0,62.1,5.28,3.27,2,3,2,5.25
755,0.41,57.0,62.9,4.76,2.98,3,2,6,4.72
3696,1.0,65.0,57.7,6.59,3.79,6,2,7,6.55
3311,0.81,58.0,61.6,5.92,3.66,1,3,6,5.96
1609,0.55,57.0,62.6,5.23,3.26,3,3,5,5.19
672,0.32,55.0,63.3,4.33,2.75,3,2,6,4.36
683,0.41,58.0,62.0,4.78,2.95,1,1,7,4.74
4060,1.03,58.0,63.1,6.37,4.03,3,4,7,6.41
1397,0.4,56.0,61.5,4.75,2.93,2,2,2,4.78
805,0.34,55.0,62.0,4.48,2.77,2,1,5,4.45
16530,2.2,58.0,60.0,8.5,5.09,2,5,7,8.47
2195,0.51,63.0,62.4,5.08,3.16,6,3,3,5.05
698,0.31,55.0,63.3,4.31,2.74,3,2,6,4.35
16778,2.01,58.0,62.7,7.94,4.99,1,6,5,7.98
447,0.3,59.0,61.6,4.28,2.63,3,4,6,4.26
2082,0.61,57.0,62.7,5.43,3.38,3,4,4,5.36
571,0.31,53.0,62.4,4.35,2.71,2,1,6,4.33
4769,1.03,55.0,61.6,6.46,3.99,2,3,7,6.49
4845,1.05,60.0,59.2,6.62,3.91,6,5,6,6.59
1605,0.52,56.0,63.0,5.1,3.23,2,3,5,5.16
5235,1.01,57.0,62.0,6.45,3.98,2,2,6,6.38
5645,1.0,60.0,60.3,6.26,3.79,1,1,6,6.31
851,0.46,53.9,62.6,4.95,3.09,2,7,4,4.92
647,0.31,53.0,62.2,4.39,2.72,2,4,3,4.36
653,0.42,60.0,58.8,4.9,2.87,3,2,7,4.86
420,0.26,63.0,59.6,4.16,2.47,3,1,5,4.13
579,0.33,57.0,62.0,4.47,2.76,2,4,5,4.44
1433,0.43,54.0,62.1,4.87,3.01,2,4,1,4.83
3774,1.29,61.0,58.2,7.15,4.15,3,3,8,7.11
1662,0.55,56.3,61.4,5.29,3.24,2,4,5,5.26
434,0.33,56.0,61.9,4.45,2.74,2,4,7,4.41
475,0.3,58.0,61.4,4.33,2.65,2,3,6,4.3
1793,0.51,58.0,63.1,5.08,3.22,3,1,5,5.13
5231,1.04,60.0,60.8,6.56,3.97,3,2,6,6.49
742,0.3,58.0,60.8,4.34,2.63,2,1,4,4.31
2016,0.54,54.0,63.0,5.23,3.28,3,1,4,5.19
