id,carat,table,depth,y,z,cut,color,clarity,x
435,2.04,57.0,60.9,8.19,4.97,3,6,7,8.14
436,0.33,58.0,60.6,4.47,2.72,1,4,3,4.5
437,0.41,55.0,61.8,4.76,2.95,2,4,2,4.78
438,0.4,59.0,62.0,4.71,2.95,2,3,5,4.77
439,1.0,57.0,64.1,6.29,4.04,6,1,6,6.32
440,0.32,60.0,61.4,4.39,2.7,1,5,5,4.41
441,0.62,60.0,58.2,5.51,3.26,5,2,7,5.7
442,2.01,60.0,64.3,7.86,5.07,6,6,5,7.91
443,0.44,62.0,62.2,4.85,3.0,6,2,5,4.79
444,0.42,54.0,62.9,4.79,3.02,2,4,6,4.81
445,0.34,56.0,63.3,4.39,2.8,3,5,5,4.45
446,0.9,60.0,65.8,5.97,3.92,6,2,7,5.94
447,0.7,61.0,63.0,5.64,3.51,6,2,5,5.51
448,0.36,56.0,60.0,4.69,2.81,2,4,2,4.66
449,0.3,55.0,61.0,4.33,2.65,2,1,5,4.36
450,1.51,57.0,64.0,7.2,4.64,6,4,4,7.31
451,1.24,60.0,62.9,6.74,4.26,1,6,6,6.8
452,1.5,58.0,64.5,7.11,4.57,6,2,7,7.06
453,1.0,59.0,63.7,6.33,4.05,6,4,5,6.38
454,0.32,54.5,62.2,4.42,2.74,2,6,3,4.38
455,0.35,63.0,60.8,4.54,2.77,3,5,4,4.57
456,2.2,56.0,62.2,8.29,5.18,2,6,7,8.34
457,0.34,56.0,60.1,4.54,2.73,2,3,7,4.55
458,0.31,57.0,61.7,4.38,2.69,2,5,4,4.34
459,0.31,54.4,61.9,4.37,2.69,2,2,4,4.33
460,0.51,56.0,62.0,5.18,3.2,2,1,1,5.14
461,2.3,57.0,61.8,8.45,5.23,2,6,7,8.48
462,0.71,59.0,59.7,5.8,3.47,1,1,6,5.82
463,1.5,59.0,61.3,7.33,4.51,1,7,7,7.38
464,1.14,59.0,62.3,6.64,4.15,1,6,4,6.69
465,1.01,54.0,63.6,6.36,4.07,6,7,6,6.44
466,0.53,56.0,63.8,5.18,3.29,6,4,6,5.14
467,0.26,60.0,62.1,4.12,2.53,3,1,2,4.03
468,0.41,57.0,60.9,4.76,2.91,2,2,4,4.79
469,0.3,56.0,63.3,4.3,2.71,6,6,7,4.26
470,0.32,56.0,63.5,4.34,2.77,3,2,6,4.38
471,0.4,59.0,60.4,4.81,2.89,1,2,4,4.76
472,0.7,59.0,62.3,5.7,3.54,3,1,6,5.67
473,0.91,62.0,64.1,6.06,3.87,6,1,7,6.01
474,1.12,59.0,60.2,6.85,4.08,3,4,7,6.7
475,0.54,57.0,62.0,5.21,3.24,2,4,2,5.25
476,0.38,60.0,59.2,4.77,2.81,3,2,5,4.73
477,0.41,58.0,61.1,4.84,2.95,2,3,1,4.82
478,1.25,59.0,61.0,6.98,4.23,1,6,5,6.89
479,0.85,56.0,61.9,6.09,3.75,2,1,6,6.03
480,1.46,55.0,62.0,7.23,4.51,1,1,7,7.32
481,0.8,63.0,56.3,6.14,3.48,5,2,6,6.22
482,0.3,55.0,61.0,4.34,2.65,2,5,3,4.33
483,0.42,56.0,62.1,4.82,2.98,3,2,3,4.79
484,1.0,56.0,63.1,6.31,3.97,6,3,5,6.27
485,0.37,55.0,61.4,4.71,2.88,2,4,2,4.67
486,1.05,60.0,60.3,6.54,3.98,1,3,6,6.66
487,0.41,58.0,62.6,4.75,2.97,1,3,4,4.74
488,0.74,56.0,62.1,5.83,3.6,2,5,6,5.77
489,0.32,55.0,62.2,4.4,2.73,2,4,2,4.38
490,0.9,55.0,66.8,5.9,3.97,5,5,6,5.98
491,0.39,54.0,62.6,4.69,2.92,2,7,7,4.64
492,0.38,56.0,60.8,4.75,2.86,2,2,4,4.7
493,0.75,60.0,59.8,5.84,3.51,1,2,6,5.9
494,0.41,55.0,61.4,4.75,2.93,2,4,5,4.8
495,0.75,58.0,63.6,5.76,3.65,3,1,7,5.71
496,0.9,58.0,63.0,6.14,3.86,3,1,4,6.11
497,0.31,56.0,61.3,4.4,2.69,2,2,2,4.38
498,1.7,58.0,62.9,7.59,4.76,3,7,5,7.55
499,0.59,57.0,63.8,5.26,3.37,6,1,6,5.31
500,0.4,58.0,62.6,4.68,2.94,1,5,6,4.72
501,0.72,60.0,60.9,5.76,3.52,1,2,5,5.8
502,0.41,57.0,62.8,4.76,2.98,3,3,5,4.73
503,0.52,56.0,60.4,5.26,3.17,2,1,4,5.24
504,0.4,55.0,61.9,4.78,2.95,2,3,2,4.75
505,1.0,59.0,61.2,6.38,3.92,1,5,7,6.42
506,0.34,56.0,61.4,4.51,2.76,2,5,3,4.48
507,1.5,60.0,63.5,7.12,4.54,3,2,7,7.19
508,0.25,56.0,61.1,4.11,2.5,2,2,3,4.08
509,1.01,58.0,60.9,6.47,3.96,1,2,5,6.53
510,0.41,56.0,62.5,4.79,2.98,3,2,5,4.75
511,1.62,55.0,62.1,7.58,4.69,2,6,5,7.53
512,0.52,58.0,63.5,5.13,3.24,3,5,4,5.08
513,2.05,58.0,61.8,8.16,5.03,2,7,4,8.12
514,0.59,56.0,61.1,5.47,3.33,2,3,4,5.43
515,0.42,58.0,61.6,4.79,2.96,1,5,4,4.82
516,1.56,65.0,57.6,7.62,4.38,6,7,5,7.6
517,1.0,58.0,61.5,6.36,3.92,1,4,5,6.39
518,0.76,55.0,62.4,5.83,3.65,2,5,6,5.87
519,0.31,55.0,61.2,4.42,2.7,2,2,4,4.4
520,0.54,61.0,61.8,5.18,3.23,1,3,7,5.28
521,1.33,60.0,62.8,6.92,4.33,6,4,4,6.87
522,0.36,56.0,63.3,4.53,2.86,6,4,6,4.5
523,0.5,58.0,62.1,5.01,3.14,1,3,5,5.1
524,0.71,57.0,61.0,5.76,3.51,2,2,2,5.75
525,0.32,55.0,62.5,4.38,2.73,2,4,6,4.35
526,1.52,56.0,62.1,7.38,4.57,2,2,6,7.35
527,0.9,61.0,61.0,6.15,3.76,1,1,7,6.17
528,0.27,55.0,61.9,4.18,2.58,2,6,4,4.16
529,0.3,57.0,61.7,4.32,2.66,2,4,4,4.3
530,0.43,57.0,62.1,4.77,2.98,2,5,6,4.83
531,0.34,56.0,60.7,4.52,2.76,2,5,6,4.58
532,0.36,59.0,60.7,4.61,2.79,2,3,4,4.59
533,0.36,56.0,59.5,4.73,2.8,3,4,3,4.68
534,0.7,56.0,62.6,5.72,3.56,3,3,6,5.66
535,0.5,59.0,62.0,5.1,3.15,1,2,6,5.06
536,0.69,63.0,57.9,5.77,3.33,5,6,4,5.73
537,0.57,55.0,61.7,5.34,3.3,2,5,5,5.37
538,0.74,55.0,63.4,5.76,3.66,3,2,4,5.78
539,1.01,57.0,63.6,6.3,4.02,6,1,7,6.34
540,0.65,60.3,61.7,5.57,3.42,6,3,4,5.53
541,1.5,57.0,64.9,7.15,4.62,6,5,6,7.08
542,0.83,58.0,63.5,5.98,3.78,3,2,6,5.93
543,1.01,61.0,61.0,6.47,3.94,3,3,6,6.44
544,0.56,57.0,62.6,5.23,3.28,3,2,3,5.25
545,1.51,60.0,63.3,7.24,4.57,3,4,6,7.2
546,0.51,54.0,61.3,5.18,3.16,3,2,6,5.13
547,0.9,63.0,61.6,6.17,3.79,3,3,5,6.13
548,0.3,59.0,62.5,4.27,2.68,1,4,7,4.31
549,0.32,59.0,61.0,4.38,2.68,1,4,1,4.41
550,0.31,56.0,63.8,4.32,2.74,6,6,4,4.27
551,0.43,59.0,61.2,4.82,2.97,1,2,7,4.89
552,0.51,57.0,62.0,5.19,3.19,3,5,6,5.11
553,0.4,56.0,63.6,4.68,2.97,3,3,5,4.66
554,0.71,56.0,61.5,5.74,3.52,2,5,7,5.71
555,0.34,59.0,62.7,4.42,2.78,1,1,6,4.45
556,1.06,59.0,63.1,6.48,4.08,6,4,5,6.45
557,0.51,59.0,59.1,5.18,3.07,1,4,3,5.21
558,0.34,56.0,61.0,4.53,2.76,3,3,2,4.52
559,0.91,58.0,59.3,6.33,3.77,1,1,6,6.38
560,1.23,55.0,61.9,6.88,4.28,1,7,5,6.94
561,0.3,58.0,62.5,4.26,2.67,1,5,5,4.28
562,0.4,55.0,61.8,4.78,2.94,2,1,6,4.74
563,1.01,56.0,63.7,6.27,4.0,6,2,5,6.29
564,0.31,60.0,61.8,4.35,2.68,1,4,6,4.32
565,0.47,58.0,61.8,4.97,3.09,1,2,4,5.03
566,2.43,57.0,63.2,8.5,5.39,3,5,7,8.56
567,0.7,60.0,63.3,5.56,3.53,3,2,6,5.59
568,2.12,58.0,60.6,8.32,5.03,3,3,7,8.27
569,0.46,56.0,63.2,4.89,3.1,3,1,5,4.92
570,0.71,53.9,62.0,5.77,3.57,2,2,3,5.73
571,1.09,62.0,60.1,6.6,4.0,1,2,7,6.72
572,1.02,58.0,61.5,6.51,3.99,1,2,6,6.46
573,1.3,58.0,60.5,7.11,4.28,3,2,3,7.05
574,0.5,61.0,60.7,5.09,3.1,1,2,6,5.12
575,0.7,58.0,62.8,5.62,3.54,1,4,6,5.66
576,0.62,55.0,62.1,5.49,3.4,2,4,7,5.46
577,2.27,58.0,62.4,8.36,5.23,1,7,4,8.41
578,0.93,62.0,59.2,6.38,3.77,6,1,7,6.36
579,1.2,56.0,63.4,6.74,4.26,6,4,4,6.7
580,0.72,56.0,61.5,5.77,3.53,2,2,5,5.71
581,1.15,58.0,61.7,6.69,4.15,1,1,6,6.76
582,1.0,62.0,62.4,6.33,3.96,1,4,4,6.37
583,0.3,58.0,62.0,4.33,2.66,2,5,6,4.25
584,1.24,59.0,61.2,6.91,4.24,1,5,4,6.94
585,0.58,56.0,62.1,5.33,3.32,2,3,5,5.37
586,1.2,57.0,60.3,6.95,4.17,3,6,7,6.88
587,0.57,56.0,59.5,5.47,3.25,3,2,5,5.45
588,0.54,55.0,60.6,5.31,3.21,3,4,2,5.28
589,0.56,56.0,61.5,5.32,3.27,2,4,6,5.31
590,0.28,58.0,60.6,4.25,2.57,3,1,2,4.23
591,1.12,60.0,60.3,6.69,4.05,1,4,8,6.75
592,1.1,57.0,61.6,6.67,4.09,3,1,7,6.61
593,1.02,59.0,65.5,6.24,4.1,5,3,7,6.27
594,0.52,58.0,63.7,5.13,3.26,3,3,6,5.11
595,0.36,56.0,60.6,4.63,2.79,2,1,6,4.58
596,1.11,55.0,61.3,6.73,4.1,2,5,7,6.65
597,0.7,60.0,59.5,5.73,3.43,1,1,7,5.78
598,0.51,61.0,62.8,5.07,3.18,3,2,6,5.06
599,0.31,62.0,60.0,4.44,2.65,3,4,3,4.4
600,1.26,59.0,62.5,6.85,4.3,1,1,5,6.91
601,1.04,57.0,61.9,6.46,4.01,2,4,5,6.5
602,1.01,58.0,64.6,6.29,4.04,6,2,4,6.22
603,0.23,57.0,60.1,4.02,2.41,3,3,2,4.0
604,1.7,58.0,63.9,7.5,4.78,6,4,4,7.46
605,0.32,58.0,62.8,4.39,2.74,3,4,4,4.34
606,0.55,57.0,59.7,5.36,3.21,1,2,5,5.39
607,1.08,57.0,61.9,6.61,4.07,2,6,5,6.54
608,0.7,57.0,61.9,5.72,3.53,2,1,4,5.69
609,1.5,55.0,62.0,7.29,4.54,2,5,6,7.34
610,0.51,57.0,62.2,5.14,3.19,3,1,5,5.11
611,0.39,57.0,63.3,4.61,2.93,3,4,5,4.65
612,0.9,60.0,62.7,6.06,3.82,1,4,4,6.13
613,1.51,64.0,57.0,7.53,4.28,6,1,8,7.48
614,0.41,58.0,61.4,4.78,2.93,1,1,6,4.76
615,1.0,57.0,61.3,6.46,3.94,2,3,7,6.4
616,0.52,57.0,61.6,5.19,3.19,2,3,6,5.16
617,0.55,59.0,61.2,5.28,3.22,1,2,6,5.25
618,0.33,59.0,60.9,4.42,2.7,1,3,6,4.45
619,0.53,58.0,63.4,5.16,3.26,6,4,5,5.13
620,1.01,60.0,61.9,6.41,3.98,1,4,3,6.45
621,0.3,59.0,61.1,4.29,2.63,1,3,5,4.32
622,0.42,59.0,59.8,4.86,2.92,1,1,6,4.91
623,0.85,57.0,62.4,6.01,3.79,2,3,5,6.13
624,0.24,57.0,62.8,3.94,2.48,2,7,3,3.96
625,1.02,58.0,62.0,6.49,4.01,2,3,1,6.44
626,0.9,60.0,63.9,6.07,3.89,6,4,6,6.1
627,0.25,60.0,60.7,4.09,2.49,1,2,2,4.11
628,1.07,61.0,59.2,6.65,3.94,1,5,6,6.67
629,0.32,55.0,63.4,4.32,2.75,3,4,7,4.35
630,0.31,57.0,61.7,4.34,2.69,2,5,4,4.38
631,0.54,58.0,61.2,5.29,3.23,2,4,6,5.27
632,1.0,58.0,63.1,6.2,3.95,3,2,6,6.34
633,0.62,56.0,61.4,5.5,3.37,2,3,3,5.46
634,1.01,60.0,61.5,6.42,3.96,1,4,5,6.45
635,1.02,59.0,62.6,6.43,4.01,3,5,6,6.38
636,0.31,55.0,61.4,4.38,2.68,2,2,2,4.35
637,0.5,59.0,62.5,4.99,3.13,1,3,6,5.03
638,1.01,57.0,63.1,6.35,4.02,3,4,5,6.39
639,1.7,62.0,62.9,7.38,4.67,1,7,5,7.47
640,1.0,55.0,61.5,6.44,3.97,2,2,5,6.47
641,0.41,55.0,61.9,4.79,2.96,2,4,3,4.77
642,0.5,57.0,63.0,5.0,3.17,2,1,4,5.06
643,0.9,59.0,63.3,6.01,3.82,3,5,5,6.05
644,0.3,56.0,62.9,4.31,2.69,3,2,6,4.24
645,0.31,59.0,63.7,4.26,2.73,6,3,5,4.31
646,0.7,61.0,62.2,5.54,3.46,1,4,5,5.59
647,0.34,58.0,60.6,4.57,2.76,3,3,7,4.55
648,0.31,57.0,63.6,4.28,2.73,6,2,6,4.3
649,1.5,60.0,62.1,7.27,4.53,1,3,6,7.32
650,1.11,57.0,61.4,6.65,4.09,2,4,4,6.68
651,0.41,56.0,63.0,4.8,3.01,3,1,6,4.75
652,1.31,55.0,61.7,7.1,4.35,2,6,5,7.0
653,1.7,57.0,62.6,7.67,4.78,3,4,5,7.6
654,0.52,57.0,60.9,5.2,3.16,2,2,6,5.17
655,0.53,55.0,62.0,5.15,3.21,2,3,4,5.2
656,0.32,60.0,62.3,4.36,2.73,1,5,6,4.4
657,0.26,56.0,62.4,4.11,2.56,2,3,2,4.1
658,1.01,61.0,61.3,6.34,3.9,1,3,5,6.38
659,1.34,57.0,62.5,7.08,4.4,2,7,7,7.0
660,0.53,56.0,61.0,5.24,3.2,2,3,3,5.26
661,1.39,55.0,61.5,7.23,4.44,2,3,5,7.19
662,0.64,54.0,61.8,5.56,3.43,2,1,2,5.54
663,0.3,53.9,62.5,4.32,2.69,2,5,6,4.29
664,1.61,58.0,62.5,7.46,4.68,1,5,6,7.51
665,0.31,56.0,62.4,4.38,2.72,2,1,3,4.34
666,0.26,57.0,61.6,4.1,2.52,2,3,3,4.08
667,0.31,55.0,63.5,4.32,2.74,6,3,5,4.31
668,0.33,55.0,62.4,4.42,2.75,2,3,2,4.4
669,0.31,57.0,62.1,4.34,2.7,2,3,5,4.36
670,1.11,59.0,62.5,6.63,4.13,3,3,2,6.59
671,0.9,59.0,61.8,6.16,3.79,3,2,6,6.11
672,0.52,56.0,60.3,5.27,3.17,2,1,5,5.24
673,1.09,56.0,59.9,6.81,4.06,3,4,4,6.74
674,1.04,59.0,62.6,6.43,4.04,1,5,6,6.47
675,1.0,57.0,62.7,6.49,4.04,2,2,6,6.39
676,3.01,58.0,59.7,9.32,5.59,1,7,7,9.41
677,1.06,57.0,61.8,6.6,4.07,2,6,7,6.57
678,1.72,59.0,59.8,7.74,4.64,1,5,7,7.77
679,0.9,55.0,62.8,6.11,3.86,2,5,7,6.18
680,0.34,60.0,60.9,4.51,2.74,1,2,5,4.49
681,1.53,63.0,60.9,7.37,4.5,3,5,5,7.41
682,0.42,59.0,62.8,4.78,2.99,3,2,6,4.74
683,1.0,59.0,62.8,6.3,3.97,1,2,7,6.34
684,0.33,55.0,61.0,4.52,2.74,2,1,2,4.47
685,0.83,59.0,62.0,5.99,3.73,1,3,6,6.04
686,1.4,57.0,62.7,7.09,4.46,2,7,6,7.13
687,0.33,57.0,62.2,4.46,2.76,3,5,5,4.42
688,1.02,58.0,62.6,6.4,4.02,1,5,7,6.44
689,0.67,60.0,63.8,5.47,3.5,6,4,5,5.5
690,1.05,57.0,61.2,6.55,4.0,2,4,4,6.51
691,1.16,59.0,62.1,6.63,4.15,1,3,7,6.74
692,0.53,61.0,60.0,5.26,3.17,1,1,4,5.3
693,1.51,60.0,62.3,7.29,4.56,1,6,5,7.35
694,1.51,59.0,62.1,7.33,4.54,3,5,6,7.28
695,1.22,58.0,61.1,6.84,4.2,1,6,4,6.91
696,0.25,56.0,62.6,4.05,2.52,2,4,2,4.01
697,0.76,59.0,60.1,5.97,3.6,1,2,5,6.01
698,1.51,58.0,62.3,7.35,4.57,3,5,7,7.31
699,1.04,55.0,63.0,6.5,4.08,3,2,4,6.45
700,0.39,59.0,60.4,4.75,2.86,1,4,2,4.72
701,0.81,57.0,62.5,5.89,3.7,1,4,7,5.95
702,2.01,64.0,60.0,8.17,4.88,6,2,7,8.09
703,0.6,57.0,62.9,5.31,3.35,2,3,4,5.35
704,0.24,61.0,64.0,3.93,2.51,6,3,3,3.91
705,0.51,57.0,60.0,5.19,3.1,3,2,5,5.15
706,0.3,59.0,59.0,4.42,2.6,3,1,3,4.4
707,1.3,57.0,61.8,6.94,4.32,1,4,7,7.02
708,0.7,61.0,62.6,5.62,3.5,6,3,5,5.56
709,1.21,54.0,60.4,6.89,4.15,2,7,6,6.86
710,1.07,55.0,63.0,6.55,4.11,3,4,5,6.5
711,1.51,56.0,61.3,7.4,4.55,2,5,6,7.44
712,0.9,56.0,61.6,6.23,3.82,2,5,6,6.17
713,1.07,60.0,58.4,6.78,3.93,3,6,6,6.68
714,0.91,60.0,63.6,6.11,3.86,6,4,4,6.03
715,0.52,55.0,62.3,5.14,3.21,2,4,4,5.16
716,0.9,59.0,64.4,5.99,3.87,5,5,7,6.03
717,0.51,55.0,62.1,5.13,3.17,2,6,5,5.1
718,0.41,55.0,61.6,4.8,2.95,2,6,3,4.78
719,0.39,58.0,60.9,4.7,2.87,1,4,6,4.73
720,0.9,59.0,62.2,6.13,3.83,1,2,5,6.18
721,1.2,57.0,62.3,6.74,4.22,1,6,5,6.79
722,1.0,58.0,63.7,6.15,3.96,6,5,7,6.28
723,0.3,57.0,61.0,4.34,2.64,2,4,1,4.31
724,0.38,54.0,61.9,4.7,2.9,2,3,2,4.67
725,0.6,58.0,61.9,5.43,3.35,1,2,6,5.39
726,1.06,57.0,62.2,6.49,4.06,2,5,6,6.56
727,0.55,56.0,62.3,5.29,3.28,3,4,5,5.24
728,0.26,57.0,64.0,4.06,2.59,6,3,2,4.03
729,1.11,56.0,63.2,6.56,4.16,3,4,7,6.61
730,0.3,55.0,64.2,4.28,2.73,6,1,3,4.23
731,0.55,56.0,61.6,5.29,3.24,2,1,3,5.23
732,1.51,55.0,62.5,7.34,4.57,2,5,5,7.29
733,0.9,59.0,59.1,6.35,3.74,3,3,6,6.3
734,0.82,58.0,58.7,6.2,3.61,3,3,5,6.1
735,0.32,59.0,59.7,4.41,2.64,1,3,5,4.44
736,0.41,56.0,60.5,4.84,2.92,2,3,6,4.81
737,0.7,57.0,60.3,5.83,3.49,2,4,3,5.75
738,1.52,57.0,61.6,7.35,4.55,2,1,5,7.42
739,1.02,56.0,62.7,6.43,4.01,2,6,5,6.37
740,0.34,54.0,61.6,4.53,2.78,2,5,1,4.49
741,0.29,58.0,61.2,4.29,2.61,3,3,4,4.24
742,1.51,58.0,62.7,7.29,4.58,1,3,7,7.33
743,1.13,57.0,59.9,6.8,4.06,3,6,7,6.76
744,1.03,55.6,62.4,6.49,4.02,2,3,3,6.44
745,1.33,56.0,62.8,7.03,4.43,2,1,5,7.08
746,1.7,55.0,62.4,7.61,4.77,2,5,4,7.69
747,1.64,59.0,60.6,7.61,4.63,1,7,4,7.67
748,1.26,60.0,61.4,6.95,4.26,2,7,2,6.92
749,1.02,54.0,62.2,6.46,4.01,2,2,4,6.44
750,1.26,57.0,61.3,6.93,4.27,1,5,6,7.01
751,0.74,54.0,62.3,5.83,3.62,2,2,6,5.8
752,0.38,61.0,58.9,4.75,2.81,1,1,6,4.79
753,0.31,56.0,61.3,4.39,2.68,2,5,6,4.36
754,1.58,56.0,61.4,7.52,4.61,2,5,3,7.49
755,0.41,57.0,61.8,4.76,2.95,2,2,5,4.78
756,0.32,56.0,62.3,4.41,2.73,2,4,2,4.38
757,1.29,57.0,62.4,6.94,4.34,2,4,3,6.97
758,0.9,56.0,62.9,6.12,3.84,3,2,6,6.09
759,0.33,58.0,61.8,4.4,2.73,1,1,2,4.43
760,0.51,56.0,61.1,5.18,3.16,2,1,7,5.16
761,1.01,62.0,58.6,6.6,3.86,6,2,6,6.58
762,1.51,58.0,62.4,7.33,4.55,3,2,5,7.26
763,0.32,55.0,62.3,4.42,2.74,3,3,4,4.38
764,0.54,58.0,61.6,5.21,3.23,1,4,6,5.26
765,0.93,60.0,59.5,6.36,3.79,1,3,7,6.39
766,0.5,58.0,61.8,5.07,3.14,1,2,5,5.09
767,1.04,57.0,62.0,6.6,4.07,2,4,7,6.53
768,0.74,58.0,65.2,5.6,3.69,5,4,3,5.7
769,1.04,57.0,60.5,6.51,3.95,2,5,7,6.55
770,0.7,58.0,62.9,5.65,3.54,3,5,5,5.6
771,0.31,55.0,61.8,4.38,2.7,2,2,4,4.36
772,1.23,55.0,61.7,6.9,4.27,2,5,6,6.94
773,1.01,57.0,63.3,6.39,4.04,6,3,7,6.37
774,0.72,56.0,61.1,5.79,3.55,2,3,5,5.83
775,0.39,60.0,61.1,4.7,2.86,1,1,3,4.66
776,0.31,56.0,61.0,4.43,2.69,2,6,7,4.39
777,1.0,62.0,61.9,6.33,3.93,1,7,6,6.36
778,0.71,54.0,63.6,5.61,3.58,6,3,6,5.65
779,0.27,56.0,62.2,4.12,2.57,2,1,2,4.15
780,0.41,57.0,61.6,4.78,2.94,2,6,3,4.76
781,0.4,58.0,61.1,4.76,2.9,1,4,3,4.74
782,0.73,54.0,62.0,5.84,3.61,2,4,6,5.81
783,0.64,55.0,61.8,5.57,3.44,2,5,6,5.56
784,1.0,58.0,61.8,6.39,3.96,1,4,7,6.43
785,0.3,56.0,62.3,4.29,2.68,2,4,4,4.32
786,0.7,56.0,61.3,5.78,3.53,2,4,6,5.73
787,1.5,59.0,63.3,7.1,4.51,3,5,4,7.15
788,1.08,58.0,61.5,6.64,4.06,2,2,2,6.57
789,0.31,54.0,62.3,4.37,2.71,2,3,1,4.33
790,0.31,54.0,62.3,4.38,2.72,2,5,3,4.36
791,0.61,55.0,62.4,5.44,3.38,2,4,4,5.39
792,0.8,58.0,62.6,5.93,3.7,1,4,1,5.89
793,0.5,61.0,58.6,5.21,3.04,3,4,7,5.16
794,0.55,56.0,60.9,5.28,3.23,2,2,6,5.32
795,0.42,55.0,62.4,4.79,3.0,2,2,5,4.83
796,1.01,58.0,62.6,6.44,4.0,3,5,6,6.34
797,1.24,62.0,60.5,6.89,4.19,1,2,7,6.97
798,1.21,58.0,58.8,6.91,4.11,1,2,7,7.07
799,2.01,62.0,64.1,7.85,5.06,6,6,6,7.94
800,0.36,60.0,59.9,4.62,2.76,3,2,6,4.59
801,0.4,56.0,62.2,4.75,2.94,2,5,3,4.7
802,1.01,55.0,60.6,6.56,3.96,3,3,5,6.5
803,0.4,56.0,62.0,4.71,2.91,2,1,6,4.68
804,0.7,55.0,62.2,5.69,3.55,2,6,5,5.73
805,0.33,57.0,61.6,4.41,2.73,2,4,4,4.45
806,0.33,55.0,62.3,4.43,2.77,2,4,2,4.46
807,0.52,58.0,61.8,5.16,3.2,3,4,4,5.19
808,0.27,58.0,61.9,4.2,2.59,3,3,3,4.17
809,0.5,55.0,61.9,5.12,3.19,2,2,6,5.18
810,0.36,57.0,62.3,4.57,2.83,2,5,3,4.52
811,1.03,64.0,58.2,6.69,3.88,6,7,8,6.64
812,0.3,61.0,60.9,4.3,2.61,3,5,5,4.27
813,0.51,58.0,60.7,5.17,3.14,2,2,3,5.19
814,0.34,58.0,60.5,4.52,2.72,1,4,1,4.47
815,1.01,60.0,62.4,6.35,3.99,1,7,5,6.45
816,0.71,56.0,61.3,5.79,3.54,2,2,5,5.76
817,1.0,59.0,62.3,6.37,3.99,1,3,6,6.43
818,0.73,55.0,61.9,5.82,3.59,2,3,7,5.78
819,0.32,54.0,62.9,4.41,2.76,2,2,1,4.37
820,0.54,58.0,61.2,5.29,3.22,2,6,4,5.24
821,0.7,59.0,60.2,5.74,3.47,1,3,5,5.78
822,1.17,58.0,61.9,6.73,4.18,1,7,6,6.77
823,1.0,56.0,62.3,6.32,3.97,2,4,5,6.43
824,0.59,55.0,61.6,5.45,3.34,2,6,2,5.4
825,0.35,58.0,62.6,4.52,2.82,3,5,4,4.49
826,0.71,55.0,62.2,5.76,3.57,2,3,5,5.72
827,0.73,56.0,61.3,5.82,3.56,2,4,2,5.79
828,0.7,56.0,61.9,5.73,3.53,2,5,5,5.68
829,0.34,54.0,62.2,4.5,2.79,2,2,6,4.47
830,0.4,57.0,63.6,4.7,2.98,6,1,6,4.67
831,0.38,62.0,60.0,4.7,2.83,1,1,3,4.73
832,0.52,57.0,60.8,5.21,3.15,2,4,3,5.16
833,1.03,57.0,62.4,6.39,4.01,2,4,2,6.47
834,1.72,59.0,62.8,7.55,4.76,2,4,7,7.62
835,1.01,56.0,60.3,6.5,3.94,2,3,5,6.56
836,0.48,57.0,61.0,5.08,3.09,2,3,7,5.05
837,1.59,57.0,61.8,7.42,4.61,2,5,4,7.49
838,1.1,57.0,61.6,6.64,4.1,2,2,7,6.68
839,0.31,55.0,61.9,4.4,2.71,3,4,2,4.36
840,0.33,54.0,61.5,4.49,2.75,2,2,4,4.46
841,1.06,57.0,59.4,6.63,3.95,2,5,7,6.67
842,1.52,58.0,65.3,7.1,4.65,5,5,6,7.14
843,2.07,60.0,62.3,8.12,5.07,1,6,6,8.16
844,0.71,60.0,63.2,5.61,3.56,3,3,2,5.65
845,0.72,55.0,61.7,5.81,3.57,2,3,7,5.77
846,1.2,56.0,62.2,6.77,4.23,2,5,6,6.8
847,2.03,59.0,63.1,7.99,5.08,3,1,7,8.12
848,0.51,57.0,61.2,5.16,3.15,2,2,5,5.13
849,1.01,59.0,61.0,6.51,3.95,1,4,6,6.45
850,0.44,56.0,61.9,4.88,3.03,2,2,3,4.91
851,1.23,58.0,59.1,7.09,4.18,3,3,4,7.06
852,0.54,56.0,62.2,5.26,3.25,2,5,6,5.19
853,0.91,62.0,62.7,6.21,3.86,6,5,5,6.11
854,0.45,63.0,61.7,4.91,3.02,6,2,4,4.88
855,0.27,54.0,61.2,4.23,2.58,2,5,4,4.2
856,0.7,57.0,63.0,5.6,3.55,1,4,5,5.67
857,1.0,56.0,63.9,6.28,4.02,6,5,6,6.31
858,1.51,61.0,63.3,7.17,4.56,3,2,5,7.24
859,0.7,58.0,59.2,5.83,3.44,3,4,4,5.8
860,1.15,58.0,62.0,6.66,4.16,1,5,6,6.77
861,0.3,59.0,62.5,4.28,2.66,1,5,5,4.23
862,0.54,55.0,60.3,5.26,3.19,2,3,5,5.32
863,1.01,56.0,62.4,6.42,3.99,2,4,4,6.37
864,0.59,56.0,60.9,5.44,3.3,2,1,4,5.39
865,0.7,59.0,61.0,5.66,3.47,1,6,5,5.71
866,0.74,57.0,61.4,5.79,3.57,1,2,6,5.83
867,0.71,61.0,64.0,5.54,3.57,6,5,6,5.61
868,0.53,56.0,62.0,5.2,3.21,2,2,5,5.16
869,0.32,55.0,63.4,4.38,2.77,6,5,6,4.36
870,0.34,60.0,60.4,4.56,2.74,1,1,5,4.51
